id,description
ysHf2zCJ,A fork of Create Fabric that supports Sodium 0.5+
1DWmBJVA,Let's do Wine!
rLLJ1OZM,Shared library mod for Corosus's mods
du3UfiLL,Adds boss fights to minecraft
OSQ8mw2r,Makes the explosion animation look cooler.
wGoQDPN5,A Minecraft VR mod on a loader of your choice!
hIZHlLOF,A horror mod that adds a creature stalking you
9ON3zv6e,Fork of Shut Up Console - Tell those those annoy logs lines begone!
hg77g4Pw,Disable the telemetry introduced in 21w38a
qa2H4BS9,A performance mod designed to optimize Minecraft's general performance and unofficial fork of Lithium mod for Minecraft Forge.
L1RT5SJc,Adds Goggle Helmets and Armored Backtanks for Create Mod
idMHQ4n2,Custom Skin Loader mod for Minecraft.
eA8SXqWL,An unBEElievable dimension full of bees that becomes REALLY angry if you take their honey!
DhSSvaxs,Adds lots of vanilla-styled ways to spice up your builds.
QQXAdCzh,Allows players to temporarily mark locations and entities
KdJhOYVV,This mod adds ancient ruins to your Minecraft world
6udpuGCH,Unique textures for Enchanted Books!
YlKdE5VK,Allows to connect to older servers with older versions
4H6sumDB,"Euphoria Patches is an add-on for Complementary Shaders, extending it with more optional features and settings."
HnD1GX6e,A mod focused around death. Will add graves to minecraft
Tkikq67H,"Regions Unexplored is a biome mod that overhauls the overworld and nether in many ways. With 70+ new biomes to explore, there is a plethora of new things to find!"
bpRHnWUb,EMI addon adding support for as many mods as possible
P0Mu4wcQ,Adds various treasure items that can be found through exploration
Nn8Wasaq,Library mod for HypherionSA and First Dark Development mods
ydZic5r4,Moves items smoothly in inventories
EwPIWPJ9,Mod compatibility for Dynamic Crosshair
bHJp2GRg,Use the Nether's power to store 8 times more items than usual in this chest.
TaSmHw8V,Play custom melodies on various instruments and annoy your friends!
QivVPB8W,"A mod that adds structures, mobs, bosses and blocks themed aroung the graveyard."
BzOTnuqM,"A mod adds all the fish from Sea of Thieves, fish fer ye pirate!"
k23mNPhZ,Ship graveyard with terrible deep sea creatures!
rGWEHQrP,Vanilla friendly Ships for Minecraft. Now with cannons!
qi1sj2da,"With this Mod your Hotbar items will be visible on your Character, with a unique location for a Shield and Banner."
o4y0N2hu,nohurtcam but better
pWXJaKrX,"A mod that modifies various vanilla HUD elements, such as the bossbar, action bar, and sidebar."
IAnP4np7,Add-on for Create that implements naturally generating structures containing early-game Create contraptions and items.
qw2Ls89j,it's 2021 and you can't change the narrator key UPDATE: it's 2022 and you still can't change the narrator key UPDATE: it's 2023 and you still can't change the narrator key
AhtxbnpG,Adds drawers and more
RV1qfVQ8,Allows you to locate structures anywhere in the world.
nCQRBEiR,Raises the hotbar so the selector is not cut off!
2cMuAZAp,85+ New mobs with stylistic quality above the default game.
Cq0m2EIu,Adds a few decorative blocks (NO LONGER MAINTAINED)
CdRC4fyI,Compatibility add-on for Farmer's delight mod and CTOV 
7uh75ruZ,Break only the half of a double slab that you're looking at.
z3TzcquW,"Fixes painting rendering, increasing their performance and allowing them to have custom models"
jSV9w0J5,The illagers are back! Be ready to fight new foes. A port of Illager Expansion.
I0UYcPa0,A simple backpack mod for Fabric. I need more inventory space!
AOyJhFvl,🏹 Range weapon damage becomes configurable.
S1tndFDa,Unofficial port of Reese's Sodium Options to work with Embeddium on MinecraftForge/NeoForge. Alternative Options Menu for Embeddium.
vPNqo58Q,"There, I fixed Minecraft for you. Various optional tweaks to improve Minecraft Quality of Life. "
8FdYDHF5,"Automatically populates some item, block and other tags (for mod compatibility)"
H1JOVjhn,Allows you to crawl
dbu8vyp0,Displays a health bar above players
yn9u3ypm,Customisable grave mod for Fabric!
cudtvDnd,"This mod allows you to change your logged in account in-game, without restarting Minecraft"
1W98a849,"Minecraft Comes Alive (MCA) is a Minecraft mod that greatly extends the functionality of villagers by adding interaction, marriage, children genetics, and more!"
zJpHMkdD,See through portals and teleport seamlessly
T3yEYSUT,Core mod for all Luna Pixel Studios modpacks.
r4PuRGfV,Lots of Vanilla styled structrues to fill up the end dimension with life!
dCCkNFwE,The extra content of Supplementaries that doesn't necessarily fit in the base mod!
NWvsqJ2Z,"✍️ Create custom named regions/towns/zones with a radius using signs, with join/leave messages via GUI."
40FYwb4z,A coremod and API to provide developers access to elytra flight mechanics through an entity attribute.
dU5Gb9Ab,"Wynntils is a Wynncraft mod that seeks to enhance the user's gameplay with a variety of customizable options and additions, allowing the user to change everything in the way they want and enhancing the overall Wynncraft gameplay!"
1u6JkXh5,"A Minecraft Map Editor... that runs in-game!
With selections, schematics, copy and paste, brushes, and scripting.
Use it in creative, or use it temporarily in survival."
BUpChT1v,adds bubbles above your head when you chat
5IIKsxiL,Extreme sound muffler is a client side mod that allows you to muffle sounds selectively.
NvZ9ZhwE,A library to ease menial tasks in mod development.
1s5x833P,A Mod that prevents ticking-related crashes from bricking worlds
smUP7V3r,Durability Tooltip shows you the durability of an item!
6txNkua3,"Drag and drop, pixelate and hang up beautiful art. On servers too."
rIC2XJV4,"Fabric mod to connect to EVERY Minecraft server version (Release, Beta, Alpha, Classic, Snapshots, Bedrock) with QoL fixes to the gameplay"
GiriLmaY, Client Side mod that optimizes entity's on the render thread. Fixes https://bugs.mojang.com/browse/MC-228976 
T9R7YTnA,counts the amounts of skill issues (totem pops)
68kWHuUF,"Adds ores variants for andesite, diorite, granite and tuff"
gsJ6q45e,A mod which adds nebulas and changes stars and light.
OMiCHIwt,Boss addon for the AdventureZ mod
lP9Yrr1E,🪨 Craft runes to serve as ammo for spells
pfjLUfGv,An innovative natural magic themed tech mod
NkGaQMDA,"🧙🏻‍♂️ Destroy your enemies with Arcane, Fire and Frost magic"
ANu8FMzT,Automatically put yourself in third-person mode when you perform certain actions. Clientside only! Configurable!
kepjj2sy,Revamped over-the-shoulder F5 third-person camera view
6L3ydNi8,"📦 Give all new players joining the world configurable starter gear, items and/or potion effects. It can overwrite the initial inventory, or add the items after. Compatible with FTB Team Islands."
JrIYhb1P,Adds 4 Curios/Trinkets slots for visual armor overrides.
fU7jbFHc,Auxiliary Library
AMCbgyVw,This mod adds tips to loading menus. It also allows for modpacks and mods to add their own tips!
Hcy2DFKF,"A small, lightweight mod that makes browsing menus a lot easier"
MOqt4Z5n,"A Minecraft Fabric client-side mod that touches up a few aspects of Minecraft's mundane chat, with as much configurability as possible!"
pduQXSbl,A striped down Azurelib just for Armor!
sk9knFPE,"A fork of Mozilla's Rhino library, modified for use in mods"
LTM1f0yY,Armor and Tool durability HUD
rrwQMaWQ,Helpful camera utilities
AEZO385x,"Automatic Enchanting, with Create"
4Hfmgaef,1.7 and modern animations in 1.8!
aEK1KhsC,🔆 Press G to toggle the brightness/gamma in-game to maximum and get night vision.
q7vRRpxU,Allows you to easily type emoji and emoticons in game.
umyGl7zF,"Edit recipes, add new custom items, script world events, all in JavaScript!"
pcGnjJ39,adds more vanilla style structures to the game
JaNmzvA8,A simple mod that adds fade-in animation for chunks!
pzCY6C3e,Turning all the lights off! Automatic dark mode for guis; as configurable as possible.
b1fMg6sH,Add colored borders to inventory slots to make your rare items stand out!
V4IQxkZC,Enables resource packs to add and change block and biome colors.
DGiq4ZSW,Ocean's Delight is an addon mod for Farmer's Delight based around adding culinary content to the ocean!
1KiJRrTg,Screenshots taken are copied to the clipboard.
lo90fZoB,"A tree-style questing mod, allowing pack makers to make and include completable quests for their players"
Aqlf1Shp,Fabric API implemented on top of MinecraftForge
5WeWGLoJ,Allows Forge's configs to be configured directly in-game. Quick and easy with a beautiful design!
WEg59z5b,A way for modpacks to ship a default (key) configuration without having to include an options.txt file. Also allows local options from any mod .cfg file.
mH8wdmqr,Fixes a bug with max health in Minecraft.
P1Kv5EAO,A personal utility library for my mods.
KNUSlHiU,You did not know your trident could do that!
VzAGdu9D,Trinkets and Utilities to enhance casual play
YsFycamt,Ensures important resource packs stay always active and helps clean up the pack selection screen.
DIlqwRFH,A simple Fabric mod that displays the current FPS on screen.
EnPUzSTg,Xaero WorldMap / Minimap Extra Features
59rkB3YY,Guards that help with village pest control
ykSfIgTw,Connect your fences with a decorative chain! 
jhl28YkY,Forge some alloys
FxXkHaLe,✨ Protect and heal your friends as a Paladin or a Priest
OQAgZMH1,"adds 87+ vanilla style structures to your world to bring it alive, using vanilla blocks. Includes dungeons and enemies to fight!"
kB56GtWA,A JEI addon that adds profession workstations
RTWpcTBp,LAN World Plug-n-Play (mcwifipnp)
gHoB7SHO,Take down trees chop-by-chop instead of block-by-block.
1yIQcc2b,Improves your heads up display.
i9xRThb3,Toggle sprint and sneak mod for Minecraft 1.8.9 and 1.12.2.
tEcWzCZz,Shows information (like enchantments) about the held item under its name.
AtB5mHky,"Lets you see if players are typing, in a GUI, idle, with cool ingame visuals"
A8aBf1Xa,"A pbr/pom resource pack that won't take away your vanilla style, but will make it so much better!"
5srFLIaK,Beautiful clouds in touch with the vanilla style
nZ3E8WQz,Stop crashes from closing your game!
KJhXPbHQ,Changes the default server compatibility check to compare modpack versions
wFv8yCxM,"Highly configurable tooltip rendering, so you can always read them!"
sMvUb4Rb,Industrial decoration themed around the aesthetics of the Create mod.
ZvMtQlho,A well performing fantasy styled shaderpack with emphasis on scene variation and customization.
vu3NZ5Ma,Changes Minecraft Combat into Souls-Like Combat.
yHN0njMr,End's Delight is an addon mod for Farmer's Delight based around adding culinary content to the end!
ZouiUX7t,A highly configurable sound overhaul mod that adds new sound effects while improving vanilla sounds too.
rxIIYO6c,"Tinker a little, modify all the tools, build a smeltery, then tinker a little more. The classic modular tool mod."
DyTvM1dv,Adds more ambiance to a Minecraft world
o7DitHWP,"WI Zoom is a Minecraft mod offering up to 50x zoom with smooth camera movement. Supports Fabric, NeoForge, and snapshots. Also works with OptiFine and Sodium."
8bOImuGU,A simple zoom key for Minecraft
rxMTwxyO,"This little mod rewrites one function of the advancements logic to make advancements checking faster, and use less recursion. It should prevent StackOverflowErrors with advancements."
gu7yAYhd,"ComputerCraft fork adding programmable computers, turtles and more to Minecraft."
FGlHZl7X,"Former structure of End Remastered, The Lost Castle introduces an enormous castle. Inside resides infinite fortune and mysteries from a long forgotten civilization that disappeared a long time ago..."
46KJle7n,"Cataclysm is a mod that adds difficult dungeons, challenging boss-fights and powerful items."
YQnwl5Vv,Slight tweaks to revamp the visual aspect of vanilla.
T8TGycIQ,An API for simplifying the developer end of creating generated structures.
abooMhox,🌲 Harvest full trees and huge mushrooms instantly with an axe. Includes fast leaf decay and sapling placement.
PUUpX2qq,32x resource pack with crazy attention to details
u58R1TMW,The Fabric Compatibility Layer for Minecraft Forge
7YjclEGc,Supported entities and items such as torches or lanterns emit light! Server-side only!
SCAopByd,Simple Discord Rich Presence
BS9T99lD,"A simple Minecraft Java shader that attempts to maintain the vanilla aesthetic while adding optional shadows, colored lighting, and ray-tracing."
